int_name,partner_a,partner_b,complex1_gene1,complex1_gene2,complex1_gene3,complex_2_gene1,complex_2_gene2,complex_2_gene3,wilcox.pval,mean.diff,median.diff,mean.p53,mean.wt,median.p53,median.wt,sd.p53,sd.wt,BW11.C,BW11.D,BW14.A,BW14.B,1174.C,1174.D,BW09.A,BW09.B,BW09.C,BW09.D,BW19.C,BW19.D,BW23.A,BW23.B,BW16.A,BW16.B,1179.A,1179.B,1179.C,1179.D,alt_name
ACVR_1B2A receptor-GDF11,ACVR_1B2A receptor,GDF11,ACVR1B,ACVR2A,,,,,0.035964036,0.078370103,0.066821613,0.221169985,0.142799883,0.211984383,0.145162771,0.048257328,0.048058678,0.281725298,0.178985875,0.185801246,0.238167521,0.161197805,0.197987342,0.099751185,0.184285858,0.086483468,0.105738723,0.150103679,0.140221863,0.218512483,0.083716419,0.056324721,0.028763445,0.026309571,0.044880023,0.115451411,0.055662808,COMPLEX_5-GDF11
COL27A1-a10b1 complex,COL27A1,a10b1 complex,,,,ITGB1,ITGA10,,0.035964036,0.077612088,0.072717984,0.245018222,0.167406134,0.239527996,0.166810012,0.030775507,0.063095749,0.214822838,0.230203306,0.248852686,0.286194057,0.284499987,0.244664898,0.083419292,0.164220905,0.103405417,0.114448106,0.169399119,0.201262636,0.173013234,0.135727743,0.06402633,0.08708149,0.06174046,0.064383874,0.039832583,0.063172895,COL27A1-COMPLEX_89
BMR1B_AVR2A-GDF5,BMR1B_AVR2A,GDF5,BMPR1B,ACVR2A,,,,,0.001998002,0.077429648,0.08225316,0.076756668,-0.00067298,0.086021711,0.003768551,0.049732818,0.013421992,0.108758546,0.122458743,0.012524508,0.063284876,-0.023045628,-0.000314377,0.011580361,0.00785148,-0.003852859,0.011645531,0.011244345,-0.021780952,-0.008620056,0.008562359,0.032680699,0.048329967,0.00891544,-0.019457466,-0.017580848,-0.001808009,COMPLEX_14-GDF5
BMR1B_AVR2B-GDF5,BMR1B_AVR2B,GDF5,BMPR1B,ACVR2B,,,,,0.001998002,0.07522424,0.069825844,0.078016124,0.002791884,0.074189228,0.004363384,0.029481027,0.011980337,0.092421162,0.112535084,0.051150955,0.055957295,-0.021869196,0.011743037,0.002245637,0.018409111,0.008940897,0.013737611,-0.00688236,-0.007132659,0.002843173,0.005883595,0.001901057,0.037082853,0.027601859,-0.016295079,-0.031280003,0.026262066,COMPLEX_15-GDF5
GDF11-TGFR_AVR2A,GDF11,TGFR_AVR2A,,,,TGFBR1,ACVR2A,,0.013986014,0.075081795,0.089220932,0.235630626,0.160548831,0.240237053,0.151016121,0.036079331,0.042461801,0.274621957,0.237175291,0.187426441,0.243298815,0.17730415,0.204487659,0.116500147,0.225204963,0.142237128,0.149488862,0.152543379,0.1329416,0.209302264,0.095478156,0.054699672,0.07062299,0.026728954,0.047167955,0.062830373,0.051656993,GDF11-COMPLEX_80
CSF1R-CSF1,CSF1R,CSF1,,,,,,,0.035964036,0.074609529,0.077048759,0.220309627,0.145700097,0.202892208,0.125843449,0.049498467,0.046754524,0.19914963,0.18246035,0.206634787,0.29299374,0.128977236,0.170910389,0.122709662,0.089811658,0.120635294,0.105002265,0.198069512,0.228313586,0.186620478,0.105950891,0.057011858,0.090046667,0.057546575,0.094196327,0.057614,0.069104927,CSF1R-CSF1
TNF-PTPRS,TNF,PTPRS,,,,,,,0.013986014,0.072649574,0.073543219,0.123206802,0.050557228,0.118355042,0.044811823,0.037451661,0.041538532,0.17081188,0.133488285,0.103221799,0.085305245,0.047987909,0.150239465,0.040249342,0.041635737,0.016891186,0.049056444,0.012807692,0.006037875,0.076465563,0.06420107,0.031889393,-0.011999501,0.121427921,0.100847501,0.036614287,0.118618738,TNF-PTPRS
WNT7A-FZD5,WNT7A,FZD5,,,,,,,0.001998002,0.072447333,0.073918936,0.109759965,0.037312632,0.112634361,0.038715425,0.020934902,0.030926944,0.082218266,0.106941821,0.1183269,0.131552873,-0.035796217,0.081000649,0.059011235,0.055556061,0.033615983,0.030978199,0.024883629,0.0280778,0.043814867,0.051984116,0.071978862,0.105242727,-0.001220266,0.001225327,-0.02485491,-0.022654682,WNT7A-FZD5
COL6A5-a1b1 complex,COL6A5,a1b1 complex,,,,ITGB1,ITGA1,,0.007992008,0.070350645,0.069942326,0.214513602,0.144162957,0.214631061,0.144688735,0.043878784,0.033054995,0.252029191,0.252988548,0.177232931,0.175803738,0.097476067,0.118280074,0.101268033,0.127973224,0.153483305,0.169079196,0.170597478,0.135894165,0.172240666,0.195337367,0.006426039,0.044640506,0.123934245,0.104398869,0.092102426,0.066633958,COL6A5-COMPLEX_91
CCR1-CCL8,CCR1,CCL8,,,,,,,0.035964036,0.067877734,0.090289483,0.244611083,0.176733349,0.26404692,0.173757437,0.055705667,0.040622621,0.273391193,0.286915532,0.163434959,0.254702646,0.218808744,0.233630402,0.104494154,0.155158764,0.145433284,0.150943527,0.153990359,0.203963597,0.192356109,0.208554547,0.17820998,0.207868578,0.099950127,0.051569139,0.027884973,0.011358209,CCR1-CCL8
TNF-RIPK1,TNF,RIPK1,,,,,,,0.035964036,0.065244167,0.086081762,0.245845337,0.180601171,0.250873575,0.164791814,0.030382239,0.053003763,0.269374836,0.272309283,0.209324915,0.232372315,0.118482426,0.124616924,0.146065931,0.223174133,0.189612731,0.172677392,0.148682639,0.156906235,0.265824749,0.259968548,0.145341568,0.088555396,0.090363742,0.117623105,0.075209411,0.064586012,TNF-RIPK1
ARTN-RET receptor 3,ARTN,RET receptor 3,,,,RET,GFRA3,,0.001998002,0.063379216,0.063188228,0.0531953,-0.010183916,0.056948582,-0.006239645,0.021976315,0.02167799,0.023810496,0.050680534,0.07507354,0.063216631,-0.022410082,-0.008066058,0.011242517,-0.01389976,-0.001794129,0.016638459,0.002974635,-0.004413233,-0.02234565,-0.059765857,0.02604597,0.032306693,-0.019969384,-0.033967618,0.000518755,-0.016645887,ARTN-COMPLEX_77
BMR1B_AVR2A-GDF7,BMR1B_AVR2A,GDF7,BMPR1B,ACVR2A,,,,,0.035964036,0.062948226,0.075535251,0.091961569,0.029013344,0.090031532,0.014496281,0.031424215,0.045426768,0.093978359,0.132077919,0.086084706,0.055705294,0.006345898,-0.025246361,0.034336151,0.020482405,-0.000291936,-0.013325197,0.008510157,0.051719868,0.114744492,0.09285796,0.016299169,0.060396093,-0.030958186,-0.029174152,-0.009901119,-0.015546908,COMPLEX_14-GDF7
IL11 receptor-IL11,IL11 receptor,IL11,IL11RA,IL6ST,,,,,0.007992008,0.062258782,0.066393274,0.064332624,0.002073842,0.060989098,-0.005404176,0.026048483,0.021427788,0.052162475,0.06981572,0.037385597,0.097966704,0.054174005,0.00766753,-0.009281255,0.01179925,-0.013568297,-0.014282806,-0.012402147,0.013405197,-0.015245963,-0.001527097,-0.001580941,0.03594521,0.006578346,-0.01348286,-0.024803032,0.034580884,COMPLEX_28-IL11
BMPR1B_BMPR2-GDF5,BMPR1B_BMPR2,GDF5,BMPR1B,BMPR2,,,,,0.001998002,0.059297904,0.058011263,0.063865553,0.00456765,0.064456261,0.006444998,0.018371812,0.017273582,0.07564004,0.082781523,0.043768169,0.053272482,0.020047561,0.005212867,-0.005487857,0.019987937,0.02299529,0.007677128,-0.008685942,-0.018320484,-0.021612331,0.023862329,0.047376554,0.052026897,0.009305922,-0.017631167,-0.030549638,0.00220016,COMPLEX_11-GDF5
aXb2 complex-fibrinogen,aXb2 complex,fibrinogen,ITGAX,ITGB2,,FGA,FGG,FGB,0.023976024,0.059180072,0.032029831,0.012976047,-0.046204025,0.01023744,-0.021792391,0.020525422,0.054014859,0.019240912,0.038863671,-0.007434363,0.001233968,-0.024223614,0.009483789,-0.126328534,-0.107705918,-0.101315754,-0.090081444,-0.008335758,-0.019361169,-0.013357121,0.019185271,-0.01088595,-0.010824706,-0.135122735,-0.077379958,-0.077701619,-0.100070272,COMPLEX_111-COMPLEX_112
CCL21-ACKR4,CCL21,ACKR4,,,,,,,0.023976024,0.059116867,0.054016122,0.134494059,0.075377192,0.130441282,0.07642516,0.03547571,0.03951934,0.116215675,0.097895009,0.144666889,0.179198663,0.078316098,0.086467299,0.074534223,0.140722444,0.089918568,0.04733543,0.060365751,0.029208383,0.129539095,0.017364628,0.004420786,0.002315234,0.087623328,0.06922462,0.068937063,0.070715791,CCL21-ACKR4
FGFR1-NCAM1,FGFR1,NCAM1,,,,,,,0.035964036,0.058904167,0.072452231,0.163517996,0.104613829,0.177188323,0.104736093,0.037547561,0.042589593,0.108146698,0.175773286,0.178603361,0.191548639,0.138494373,0.092278357,0.100211371,0.134754717,0.099754602,0.109260815,0.031134608,0.038503397,0.151905575,0.149840478,0.028135023,0.029170884,0.036696454,0.073135337,0.035842506,0.065623879,FGFR1-NCAM1
FGFR4-PTPRR,FGFR4,PTPRR,,,,,,,0.013986014,0.057914624,0.040683623,0.073187655,0.015273032,0.058288069,0.017604446,0.044720634,0.028214587,0.065964484,0.138057033,0.050611654,0.038117451,0.008437407,0.015643231,0.019565661,0.000390725,-0.015006176,-0.031600812,0.029013892,0.023086444,0.03068763,0.072512314,-0.00191731,-0.03557386,0.006019843,-0.026937635,0.011796665,0.011977947,FGFR4-PTPRR
COL4A5-a10b1 complex,COL4A5,a10b1 complex,,,,ITGB1,ITGA10,,0.023976024,0.055751687,0.054431569,0.214053875,0.158302188,0.218480709,0.16404914,0.03038209,0.034716033,0.234049211,0.242839014,0.176415068,0.202912208,0.199597869,0.163209513,0.123955498,0.193934209,0.164888766,0.145667114,0.103853279,0.115030577,0.191142187,0.181742873,0.063382737,0.086395275,0.091383108,0.11107418,0.089684701,0.122293466,COL4A5-COMPLEX_89
DPP4-CXCL9,DPP4,CXCL9,,,,,,,0.035964036,0.054946004,0.055269693,0.05193055,-0.003015454,0.048027615,-0.007242078,0.024489742,0.04069422,0.028396186,0.037241048,0.058814181,0.083270784,0.04974343,0.074118015,-0.023118301,-0.000724443,-0.067001898,-0.022114956,-0.002652287,-0.011831869,0.009228774,-0.035801008,0.053678698,0.021864515,-0.109847118,-0.111147752,-0.087050447,-0.078987343,DPP4-CXCL9
ACVR_1C2A receptor-INHBA,ACVR_1C2A receptor,INHBA,ACVR1C,ACVR2A,,,,,0.013986014,0.053436593,0.050799219,0.044043939,-0.009392653,0.052901463,0.002102244,0.021809045,0.037146721,0.058229627,0.012143204,0.057956225,0.0478467,-0.02004953,0.027532558,0.009962761,0.032862665,-0.018469093,0.013496645,0.001987933,0.002216555,-0.063415858,-0.080051168,0.039381257,0.010547737,0.06005439,0.086784317,0.08296395,0.067743443,COMPLEX_7-INHBA
NGFR-IL2,NGFR,IL2,,,,,,,0.035964036,0.052812022,0.068929719,0.097202834,0.044390812,0.101375009,0.03244529,0.025676093,0.040383635,0.11471235,0.120890914,0.088037668,0.065170403,0.063998151,0.120050818,-0.005329656,0.012242866,0.024867924,0.008646706,0.021071962,0.040022656,0.064634693,0.093702001,-0.016258008,0.003920108,0.008105436,-0.062114053,-0.009033342,0.002069803,NGFR-IL2
BMR1A_AVR2B-GDF5,BMR1A_AVR2B,GDF5,BMPR1A,ACVR2B,,,,,0.013986014,0.052421177,0.051473235,0.077188858,0.02476768,0.076936101,0.025462866,0.037259101,0.019943716,0.104982216,0.113436733,0.041446496,0.048889986,0.018669887,-0.006343173,0.002584944,0.060317878,0.028871354,0.024699207,0.044866454,0.037933583,0.026226525,0.009850145,0.003178195,0.023428679,0.023615928,-0.00631102,0.018060464,-0.001763598,COMPLEX_13-GDF5
TNF-TNFRSF1B,TNF,TNFRSF1B,,,,,,,0.023976024,0.050813257,0.048083282,0.483099511,0.432286254,0.48310625,0.435022968,0.026316267,0.036398607,0.515304742,0.48420521,0.450880801,0.48200729,0.464076623,0.406687779,0.439417661,0.482940344,0.42352719,0.449867951,0.370077556,0.386937352,0.468701808,0.430628275,0.364596824,0.36003175,0.281253779,0.308743587,0.22491433,0.227145764,TNF-TNFRSF1B
TNFSF13-TNFRSF14,TNFSF13,TNFRSF14,,,,,,,0.007992008,0.049595845,0.039808561,0.091568331,0.041972486,0.085874865,0.046066304,0.026731084,0.024655783,0.091203894,0.065979267,0.080545836,0.128544326,0.008680792,0.053702387,0.041316654,0.011690065,0.034165284,0.020204823,0.052365535,0.090890941,0.050815954,0.055892427,0.06020016,0.105817046,0.116372089,0.045843865,0.04257128,0.005472101,TNFSF13-TNFRSF14
CCR4-CCL17,CCR4,CCL17,,,,,,,0.023976024,0.049308321,0.06435883,0.107288214,0.057979894,0.112755542,0.048396712,0.03975664,0.02579043,0.14974327,0.116569651,0.053898502,0.108941434,0.089127708,0.048187169,0.042073035,0.055104532,0.027175208,0.0392869,0.048606255,0.038340114,0.097306717,0.0945913,-0.014213649,0.005000694,-0.020355192,0.027865488,-0.006578626,-0.010489393,CCR4-CCL17
WNT4-SMO,WNT4,SMO,,,,,,,0.035964036,0.048749774,0.068020702,0.066337562,0.017587789,0.077047431,0.009026729,0.038764226,0.023467654,0.057817691,0.014948309,0.096307079,0.09627717,-0.009652607,0.038701245,0.006833484,0.00996569,0.008087767,0.004512913,-0.004196277,0.017681184,0.036245358,0.067699131,0.101663663,0.120190255,0.017039184,-0.006473156,-0.002165265,-0.005011722,WNT4-SMO
WNT7A-LDLR,WNT7A,LDLR,,,,,,,0.035964036,0.045337815,0.061712321,0.101807735,0.05646992,0.10900809,0.047295768,0.025103455,0.041639026,0.10040638,0.066901865,0.122312895,0.117609799,0.026017939,0.032313327,0.062278209,0.017477924,0.021718371,0.027138014,0.065872385,0.064463957,0.148974393,0.098444682,0.0486006,0.114388993,0.00385616,0.025751113,0.014270593,0.004262638,WNT7A-LDLR
ACVR_1C2B receptor-INHBA,ACVR_1C2B receptor,INHBA,ACVR1C,ACVR2B,,,,,0.035964036,0.042936659,0.048244908,0.026049705,-0.016886954,0.032533429,-0.01571148,0.025404497,0.0302699,0.019746441,-0.007276117,0.045320416,0.046408081,-0.031636121,-0.014559115,0.010704742,0.020373322,-0.023494588,0.010189964,0.005262838,-0.016863844,-0.057829433,-0.071017301,0.011884516,0.015955916,0.015931205,0.035387895,0.032314795,0.007000892,COMPLEX_8-INHBA
TNFSF13-TNFRSF1A,TNFSF13,TNFRSF1A,,,,,,,0.013986014,0.035609296,0.030810348,0.081556099,0.045946802,0.075987078,0.045176731,0.019350597,0.020673986,0.064786316,0.076773396,0.075200761,0.109463922,0.034935494,0.04791946,0.042434001,0.038787063,0.017016475,0.049677655,0.01606133,0.073944283,0.065160399,0.073531861,0.069338871,0.088783663,0.038044922,0.085902701,0.018568672,-0.000826219,TNFSF13-TNFRSF1A
CCL7-ACKR1,CCL7,ACKR1,,,,,,,0.035964036,-0.024855033,-0.023348132,-0.017158192,0.007696841,-0.017421364,0.005926768,0.020285783,0.020252798,0.001223129,-0.000425375,-0.035013169,-0.034417353,0.002566269,0.009287267,0.000882631,0.046772199,0.01024602,0.020551065,-0.020947833,-0.019916046,0.025189006,0.002337834,-0.038467427,-0.041515706,-0.026941123,0.049417309,0.026537987,0.00615438,CCL7-ACKR1
FGF1-TGFBR3,FGF1,TGFBR3,,,,,,,0.023976024,-0.035244634,-0.024186967,0.046451207,0.08169584,0.050598199,0.074785166,0.02159162,0.028789337,0.067941951,0.016666478,0.047839852,0.053356546,0.119344869,0.104604112,0.063670971,0.104472252,0.074857764,0.07007398,0.072304334,0.02235433,0.074712569,0.110563222,0.004553618,0.006571067,0.021430367,-0.00181351,-0.013755065,0.013970687,FGF1-TGFBR3
THY1-aVb3 complex,THY1,aVb3 complex,,,,ITGAV,ITGB3,,0.035964036,-0.042869385,-0.040329763,0.065602557,0.108471942,0.066777568,0.107107331,0.021341702,0.035095065,0.090351332,0.038503759,0.063879578,0.069675559,0.047341627,0.103693049,0.107694242,0.117946479,0.156898302,0.10652042,0.080463262,0.087466477,0.10772851,0.168967052,-0.022879149,0.03473788,0.134170282,0.068642023,0.146701214,0.112894496,THY1-COMPLEX_108
PF4-ACKR1,PF4,ACKR1,,,,,,,0.023976024,-0.043836269,-0.033425235,-0.03106182,0.012774449,-0.029473804,0.003951431,0.013350356,0.043212762,-0.016897209,-0.025710942,-0.033236666,-0.048402464,0.064683567,0.110005498,0.001581843,0.006321018,-0.016261463,-0.018885678,-0.018341966,0.017161032,-0.027790789,0.009271424,-0.024636383,-0.054014356,-0.009480617,0.030676719,-0.014128115,-0.008411901,PF4-ACKR1
PLA2G2A-a5b1 complex,PLA2G2A,a5b1 complex,,,,ITGB1,ITGA5,,0.007992008,-0.04616448,-0.042469099,0.061989011,0.10815349,0.05985443,0.102323529,0.010871034,0.029229805,0.075904599,0.052342583,0.054435569,0.065273291,0.148823579,0.134384831,0.073025144,0.104749145,0.117200011,0.08846028,0.150575458,0.067751424,0.096667119,0.099897913,0.017450231,-0.028094116,0.050977038,0.050018524,0.122978676,0.027574713,PLA2G2A-COMPLEX_97
PF4-CXCR3,PF4,CXCR3,,,,,,,0.003996004,-0.046862439,-0.032400464,-0.013478402,0.033384037,-0.011090461,0.021310003,0.010058862,0.039241445,-0.009676091,-0.004103432,-0.027629255,-0.012504831,0.106264673,0.098971031,0.019637232,0.00034409,0.022982773,0.008228412,-0.008290048,0.016230582,0.025000608,0.044471013,-0.037542883,-0.014528492,-0.063931898,0.002854133,-0.013395051,0.011541751,PF4-CXCR3
ACKR2-CCL11,ACKR2,CCL11,,,,,,,0.007992008,-0.057097274,-0.044406045,-0.035756778,0.021340496,-0.034379784,0.010026261,0.03192866,0.034381383,-0.049697611,-0.073060515,-0.019061956,-0.001207027,-0.012094727,0.004726976,0.007227768,0.000937253,0.028206726,0.012824754,-0.016772274,0.044912005,0.09841688,0.0450196,-0.008091929,-0.016106258,-0.034881755,-0.050578519,-0.073015082,-0.038102354,ACKR2-CCL11
CCL4-CNR2,CCL4,CNR2,,,,,,,0.003996004,-0.058579256,-0.052750825,0.080443552,0.139022808,0.079231385,0.13198221,0.014641786,0.027038271,0.078052008,0.099467042,0.063844397,0.080410763,0.154415907,0.146037607,0.135181303,0.117336948,0.128783116,0.128173977,0.098490608,0.122268414,0.166700614,0.192839589,0.04520771,0.052009714,0.063904444,0.10498599,0.091847228,0.047410942,CCL4-CNR2
CCR10-CCL28,CCR10,CCL28,,,,,,,0.035964036,-0.059848452,-0.086563055,-0.003407788,0.056440664,-0.021289143,0.065273912,0.0473968,0.041409834,-0.034166967,-0.036165952,-0.008411319,0.065113087,0.105201121,0.09792322,0.034717492,0.096230248,0.083312916,0.014735277,0.049809791,0.080738033,-0.001045246,0.002783791,-0.02931042,-4.30E-05,0.02844162,0.032898615,0.043703067,0.076889941,CCR10-CCL28
DLL1-NOTCH2,DLL1,NOTCH2,,,,,,,0.035964036,-0.064147279,-0.092622521,0.080859388,0.145006667,0.065652069,0.158274589,0.049126481,0.058039134,0.063660464,0.03990956,0.067643673,0.152223853,0.071138027,0.081460246,0.207199936,0.210286344,0.178876799,0.187009228,0.13767238,0.081798055,0.200799039,0.093826616,0.069139773,0.039300293,0.048516356,0.110645332,0.025924614,0.029788062,DLL1-NOTCH2
VTN-a2Bb3 complex,VTN,a2Bb3 complex,,,,ITGA2B,ITGB3,,0.023976024,-0.064347722,-0.035733517,-0.01276832,0.051579402,-0.01738539,0.018348127,0.01829161,0.081626751,0.012936849,-0.029239351,-0.013573319,-0.021197461,0.107852521,0.262295303,0.021182769,0.015513485,0.013377359,0.011736803,-0.017365628,0.007993312,0.061169011,0.032039085,0.033470662,0.035663664,-0.005145565,-0.005275841,-0.004449929,-0.016751903,VTN-COMPLEX_92
TFF1-FGFR2,TFF1,FGFR2,,,,,,,0.035964036,-0.070555987,-0.076245089,0.036557924,0.10711391,0.036447706,0.112692795,0.06104645,0.019649408,0.082790931,0.095339129,-0.022002846,-0.00989552,0.077236416,0.077697158,0.121695172,0.127216601,0.108729762,0.116655827,0.104626603,0.088617915,0.118618205,0.130045444,0.080652131,0.10782615,-0.007375485,0.010618735,-0.025377993,-0.00604596,TFF1-FGFR2
FLT4-PDGFC,FLT4,PDGFC,,,,,,,0.023976024,-0.072750851,-0.070099107,-0.018208092,0.054542759,-0.018148681,0.051950426,0.05052562,0.013619279,0.043314635,-0.012074909,-0.079849639,-0.024222453,0.040933331,0.039790465,0.040538282,0.07450285,0.049744883,0.064613139,0.054155969,0.04329976,0.07083919,0.06700972,-0.028130682,-0.031102744,-0.049616735,-0.009074126,-0.014933848,-0.020639097,FLT4-PDGFC
PDCD1-FAM3C,PDCD1,FAM3C,,,,,,,0.035964036,-0.072938026,-0.080765755,0.145923867,0.218861893,0.143463267,0.224229022,0.019866066,0.063400624,0.132316098,0.154610435,0.127039155,0.169729781,0.158349171,0.177072616,0.262614934,0.275520156,0.217790487,0.230667556,0.138692958,0.152188555,0.338405267,0.237317226,0.042514303,0.053508316,0.182531668,0.162330532,0.178621799,0.152196842,PDCD1-FAM3C
CD70-TNFRSF17,CD70,TNFRSF17,,,,,,,0.023976024,-0.075805463,-0.077146645,0.093989782,0.169795245,0.098234711,0.175381356,0.036993295,0.04682948,0.076939073,0.119530349,0.050207368,0.129282339,0.102646737,0.095192476,0.225144952,0.219293944,0.192887353,0.193270993,0.157626696,0.157875359,0.213546428,0.140467513,0.033235813,0.062120521,0.191161207,0.252272714,0.2141642,0.136162293,CD70-TNFRSF17
EFNA4-EPHA7,EFNA4,EPHA7,,,,,,,0.023976024,-0.077075365,-0.060937788,-0.023983698,0.053091667,-0.025363897,0.035573891,0.037849597,0.057825263,-0.056362657,-0.057015052,0.005634863,0.011808054,0.104738871,0.18696921,0.007059835,0.077584119,0.025160269,0.018658716,0.011718515,0.045987514,0.055192835,-0.002153215,0.042939572,0.034326043,0.104652589,0.057504218,0.054201574,0.08604452,EFNA4-EPHA7
HLA-E,HLA,E,,,,,,,0.013986014,-0.082444772,-0.065666089,0.152264266,0.234709038,0.149402058,0.215068147,0.01922599,0.083153103,0.140633356,0.133651292,0.176601656,0.158170759,0.383690605,0.389241757,0.212375165,0.154158007,0.163170841,0.189037406,0.218861301,0.217865368,0.200928798,0.217761129,0.131926958,0.1047367,0.071591248,0.078901117,0.105195734,0.105217735,HLA-E-KLRC2
PDGFRB-PDGFD,PDGFRB,PDGFD,,,,,,,0.013986014,-0.083677767,-0.052159905,0.162895012,0.246572779,0.169739371,0.221899277,0.04220236,0.056884604,0.205586884,0.180876246,0.106514419,0.158602497,0.225526175,0.257789026,0.212257888,0.306541071,0.211036853,0.218272378,0.203455896,0.175968264,0.297494997,0.35738524,0.074544825,0.052086679,0.036390752,0.011949547,-0.037748886,0.018064844,PDGFRB-PDGFD
CD94:NKG2C-HLA,CD94:NKG2C,HLA,KLRD1,KLRC2,,,,,0.007992008,-0.088744631,-0.061485753,0.146905793,0.235650424,0.147361375,0.208847128,0.013786295,0.085130266,0.136985309,0.13314551,0.157737442,0.15975491,0.389411144,0.392746159,0.21136565,0.155193855,0.161739916,0.188343755,0.225070845,0.221963966,0.204340342,0.206328605,0.136579465,0.102946104,0.070157513,0.075968742,0.099412753,0.108155142,COMPLEX_18-HLA-E
FLT1-PGF,FLT1,PGF,,,,,,,0.035964036,-0.092991582,-0.087545434,0.237776866,0.330768448,0.249786521,0.337331955,0.078050145,0.041610225,0.313436299,0.283895244,0.138098123,0.215677798,0.349897174,0.361819351,0.278199432,0.380117467,0.302933311,0.329340516,0.338141067,0.253250077,0.336522842,0.377463239,0.231338637,0.184510308,0.293472749,0.256620145,0.308339515,0.217167307,FLT1-PGF
NRG2-ERBB3,NRG2,ERBB3,,,,,,,0.003996004,-0.096343114,-0.078492403,0.072125677,0.168468791,0.072482781,0.150975185,0.022818699,0.062154349,0.046053887,0.061549375,0.09748326,0.083416187,0.138527767,0.163422602,0.117989769,0.236931582,0.180383161,0.117003954,0.243252658,0.269721596,0.129195066,0.088259755,0.260036918,0.358342187,-0.038934815,-0.012985721,-0.006214005,-0.024190522,NRG2-ERBB3
COL22A1-a2b1 complex,COL22A1,a2b1 complex,,,,ITGB1,ITGA2,,0.035964036,-0.101597886,-0.079879202,0.021776177,0.123374063,-0.000231872,0.07964733,0.050331793,0.114518986,0.096875268,-0.003776841,-0.009306817,0.003313097,0.320355661,0.251321122,0.013004302,0.014814615,0.038301862,0.016193572,0.104538875,0.054755786,0.213174111,0.20728072,0.065105742,0.044437592,0.044988301,0.043974336,0.083698122,0.006466651,COL22A1-COMPLEX_93
CD8 receptor-LCK,CD8 receptor,LCK,CD8A,CD8B,,,,,0.023976024,-0.104948016,-0.133073523,0.426056711,0.531004728,0.425675406,0.558748929,0.072638349,0.064969293,0.50644448,0.464574886,0.346431552,0.386775926,0.519789505,0.554119536,0.583100463,0.59358087,0.576521993,0.567460664,0.518324731,0.563378322,0.421534571,0.412236621,0.445005044,0.411463081,0.44930636,0.409655538,0.448996043,0.408013796,COMPLEX_16-LCK
ADGRG5-FAM3C,ADGRG5,FAM3C,,,,,,,0.001998002,-0.108284945,-0.104038721,0.055260376,0.163545322,0.064372973,0.168411694,0.027627323,0.042689273,0.053747966,0.016721026,0.075574534,0.07499798,0.13335848,0.117231556,0.201052902,0.227023945,0.19073405,0.203594864,0.122796183,0.102837849,0.15912847,0.177694918,-0.024797654,0.002993309,0.156226936,0.2094222,0.139449887,0.178179493,ADGRG5-FAM3C
CLEC2B-KLRF1,CLEC2B,KLRF1,,,,,,,0.013986014,-0.109379549,-0.119442569,0.079183018,0.188562567,0.075311824,0.194754393,0.026264027,0.059478509,0.074472901,0.114740526,0.051367895,0.076150748,0.193448022,0.181253337,0.246299986,0.224915119,0.246980369,0.254635869,0.072395716,0.134252162,0.135384325,0.196060765,0.095687524,0.069906514,0.111933761,0.049237736,0.096535144,0.109769242,CLEC2B-KLRF1
HLA-E,HLA,E,,,,,,,0.023976024,-0.120383416,-0.068334993,0.236538016,0.356921432,0.242784057,0.311119051,0.037552335,0.104176638,0.250986536,0.274676208,0.185907743,0.234581579,0.517950071,0.507064744,0.282473843,0.265007131,0.240752689,0.27422562,0.42678965,0.432712472,0.316395819,0.305842283,0.161873246,0.130589758,0.189874637,0.147548211,0.162141223,0.178323648,HLA-E-KLRC1
VWF-aVb3 complex,VWF,aVb3 complex,,,,ITGAV,ITGB3,,0.001998002,-0.143214434,-0.10675964,-0.00530242,0.137912014,0.024543464,0.131303104,0.11540794,0.03293642,0.093232377,0.065960079,-0.163528985,-0.016873152,0.095329943,0.099201595,0.132908939,0.177114505,0.145456904,0.125188413,0.11078693,0.129697269,0.185572002,0.177863638,0.11656189,0.107464234,0.039733624,0.054477758,0.052804616,0.037933775,VWF-COMPLEX_108
PTPRC-CD22,PTPRC,CD22,,,,,,,0.023976024,-0.149582336,-0.176763099,0.315722422,0.465304759,0.316693471,0.49345657,0.120254765,0.10522536,0.440566555,0.393247156,0.188936192,0.240139786,0.282573329,0.277444654,0.495990225,0.523974608,0.498086941,0.456038947,0.490922916,0.482920087,0.599530598,0.545565282,0.080808381,0.046404732,0.250322052,0.2985483,0.235927032,0.177717305,PTPRC-CD22
TNC-a4b1 complex,TNC,a4b1 complex,,,,ITGB1,ITGA4,,0.001998002,-0.152301406,-0.137941618,0.003834857,0.156136264,0.002986807,0.140928425,0.061547104,0.045923476,-0.001944237,-0.070525573,0.007917851,0.079891387,0.219645279,0.171107201,0.119234129,0.241283528,0.143371632,0.138485218,0.130417535,0.138042996,0.170322936,0.089452182,-0.053706054,-0.023208519,0.099147387,0.125668602,0.071451755,0.07939742,TNC-COMPLEX_95
