sample_name,p53_status,frame_name,region_label,numerator,denominator,percent,phenotype_label,measured,frame_index
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[12294,38619]",Any,71,614,11.56351792,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,0
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[16401,40644]",Any,57,667,8.545727136,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,5
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[15837,38634]",Any,28,339,8.259587021,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,4
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[15476,40363]",Any,30,548,5.474452555,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,3
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[14458,39669]",Any,112,1024,10.9375,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,2
HTAPP_NSC004bLT_FT,WT,"HTAPP_NSC004bLT_FT_Scan1_[13380,38272]",Any,168,1161,14.47028424,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,1
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[11791,45367]",Any,0,1,0,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,0
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[12815,45205]",Any,0,52,0,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,2
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[16564,43540]",Any,1,11,9.090909091,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,5
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[12359,46375]",Any,0,13,0,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,1
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[16564,42847]",Any,0,0,,% of Total cells that are Actin+ in contact with CD68+OPN+,FALSE,4
HTAPP_NSC023bLT_FT_T1,WT,"HTAPP_NSC023bLT_FT_T1_Scan1_[12859,44279]",Any,1,48,2.083333333,% of Total cells that are Actin+ in contact with CD68+OPN+,TRUE,3
